1/100,6435004.6595
2/100,36603.5466
3/100,20642.6797
4/100,15435.8651
5/100,33655252.2071
6/100,17519.9192
7/100,22897.3085
8/100,33490.3022
9/100,23751.3162
10/100,17275.5530
11/100,15252.4027
12/100,17755.5937
13/100,19233.1209
14/100,1491899.6366
15/100,16159.4907
16/100,16204.3707
17/100,15139.2009
18/100,15755.7299
19/100,15807.2286
20/100,16777.4626
21/100,895287.0093
22/100,15735.5192
23/100,15204.3149
24/100,15001.1293
25/100,15876.8918
26/100,15910.7256
27/100,15955.3953
28/100,16068.6801
29/100,212820.4446
30/100,15156.6298
31/100,14829.2268
32/100,15215.8498
33/100,15449.0906
34/100,15779.3998
35/100,15239.2385
36/100,15213.4880
37/100,15129.2707
38/100,15312.9777
39/100,14794.9433
40/100,14954.9311
41/100,31919.6795
42/100,14694.0576
43/100,14735.0342
44/100,14736.6965
45/100,14705.1784
46/100,14820.2577
47/100,14830.4346
48/100,14781.4798
49/100,15788.4205
50/100,14630.2032
51/100,14662.4736
52/100,15039.0989
53/100,14581.2443
54/100,14762.3609
55/100,15245.5872
56/100,14695.4701
57/100,14664.7957
58/100,14945.7461
59/100,14599.7254
60/100,14768.9348
61/100,15417.3010
62/100,14617.1610
63/100,14585.1540
64/100,16510.8094
65/100,14599.6744
66/100,14611.3121
67/100,14623.0641
68/100,14804.0281
69/100,14581.5664
70/100,14762.1579
71/100,14711.2875
72/100,14640.5102
73/100,14683.0581
74/100,16040.8395
75/100,14525.1311
76/100,14537.4471
77/100,14569.7391
78/100,24447.4717
79/100,14748.8576
80/100,14745.6653
81/100,14742.7188
82/100,14701.7303
83/100,14692.8333
84/100,14649.1943
85/100,14773.5196
86/100,20320.6271
87/100,14616.9308
88/100,14607.9864
89/100,14501.5908
90/100,14707.6721
91/100,14598.6094
92/100,14671.4212
93/100,14824.0158
94/100,14527.7092
95/100,14551.5891
96/100,16437.6060
97/100,14581.9567
98/100,14613.0265
99/100,14881.9218
100/100,14577.6626
134.93968200683594
