1/100,7338178.3867
2/100,36023.4962
3/100,21211.5440
4/100,15779.0161
5/100,19982148.5852
6/100,18740.7737
7/100,25083.0022
8/100,26131.2084
9/100,17222.8572
10/100,15586.4281
11/100,17396.8137
12/100,7075217.3287
13/100,17971.3698
14/100,18592.1753
15/100,16978.1772
16/100,15095.4248
17/100,15801.6034
18/100,17224.7611
19/100,17281.4977
20/100,474818.8279
21/100,16634.7858
22/100,15489.0026
23/100,15313.0954
24/100,16049.5219
25/100,15981.1497
26/100,3505441.1036
27/100,24281.1353
28/100,17271.5179
29/100,16764.4095
30/100,15667.5925
31/100,3792829.9236
32/100,15546.4480
33/100,16323.7203
34/100,15690.6912
35/100,14865.8625
36/100,15008.7002
37/100,15711.3048
38/100,15812.4440
39/100,47194.2088
40/100,15020.4422
41/100,15539.8377
42/100,16907.2178
43/100,15001.5919
44/100,15434.4942
45/100,15340.0345
46/100,14931.7072
47/100,15186.7571
48/100,14803.4011
49/100,15167.9702
50/100,16178.0368
51/100,14752.2876
52/100,14681.2697
53/100,14745.4098
54/100,15490.5920
55/100,14691.4653
56/100,14722.6363
57/100,15169.3591
58/100,14605.1136
59/100,14867.4620
60/100,14610.1869
61/100,14850.7745
62/100,15128.8635
63/100,14654.0803
64/100,14730.7900
65/100,14643.5953
66/100,14873.7238
67/100,15611.2426
68/100,14601.3551
69/100,14596.4857
70/100,15343.9444
71/100,14541.5910
72/100,14658.8537
73/100,14701.2193
74/100,14946.2013
75/100,14603.5572
76/100,14923.5782
77/100,14700.3958
78/100,14870.1345
79/100,14858.4914
80/100,14511.4568
81/100,14759.3070
82/100,15505.7597
83/100,14539.6285
84/100,14575.7836
85/100,15038.0761
86/100,14513.8773
87/100,14852.3718
88/100,14649.9263
89/100,14854.7644
90/100,14523.6006
91/100,15683.3075
92/100,14584.2632
93/100,14562.9662
94/100,15296.8791
95/100,14483.0273
96/100,14498.7005
97/100,14872.5284
98/100,14607.2551
99/100,14679.1635
100/100,14726.5467
161.1157684326172
