1/100,9350585.4000
2/100,40753.9559
3/100,24568.7895
4/100,15905.3787
5/100,18485674.7390
6/100,16226.8338
7/100,19066.5883
8/100,24031.9632
9/100,19886.3900
10/100,16052.9206
11/100,15995.8885
12/100,18315.1633
13/100,18864.0017
14/100,19112.1656
15/100,1489945.5393
16/100,20168.7807
17/100,16602.2508
18/100,15119.9956
19/100,16316.4366
20/100,15699.3619
21/100,1655381.4970
22/100,17133.9982
23/100,16615.8687
24/100,15185.2526
25/100,15162.5773
26/100,16415.4550
27/100,16073.3184
28/100,2605252.4370
29/100,17630.5319
30/100,16974.4635
31/100,15332.2378
32/100,15224.6296
33/100,16091.3866
34/100,15617.7831
35/100,16477.7266
36/100,16245.8395
37/100,16152.2856
38/100,15344.2420
39/100,15161.8254
40/100,17504.7041
41/100,14807.0402
42/100,14781.1377
43/100,14719.5826
44/100,15584.5456
45/100,14688.9479
46/100,14796.6313
47/100,14669.1476
48/100,14775.1109
49/100,14927.3123
50/100,14755.6745
51/100,14851.2144
52/100,14799.4817
53/100,14563.0682
54/100,15095.6885
55/100,14610.3362
56/100,14716.7972
57/100,14728.4467
58/100,14970.5368
59/100,14511.2344
60/100,20886.8491
61/100,14745.4838
62/100,14749.0727
63/100,14819.6878
64/100,14761.8328
65/100,14767.6994
66/100,14603.2729
67/100,17395.5222
68/100,14611.6431
69/100,14652.5966
70/100,14548.5906
71/100,29932.4534
72/100,14649.3320
73/100,14627.6059
74/100,14762.9171
75/100,14667.2087
76/100,14663.0114
77/100,14692.8962
78/100,14749.3783
79/100,15543.4364
80/100,14552.8229
81/100,14564.2466
82/100,85700.4727
83/100,14858.1487
84/100,15070.7454
85/100,15107.5452
86/100,14741.9029
87/100,14676.8789
88/100,14673.7715
89/100,14625.3744
90/100,14728.9455
91/100,14592.6126
92/100,14570.5471
93/100,21609.1668
94/100,14837.6764
95/100,14713.5735
96/100,14803.3129
97/100,14705.7370
98/100,14664.2150
99/100,14795.6936
100/100,14590.3791
163.88035583496094
