1/100,7365554.9277
2/100,30760.2746
3/100,23649.8672
4/100,15786.6709
5/100,18894.7589
6/100,5824283.2051
7/100,27271.7856
8/100,19602.3133
9/100,16100.6492
10/100,16112.7814
11/100,17132.2107
12/100,17929.5544
13/100,19046.1648
14/100,17206.0084
15/100,351657.0619
16/100,14938.2727
17/100,14930.4639
18/100,15780.9744
19/100,15771.3545
20/100,15952.5138
21/100,17688.3299
22/100,15605.6661
23/100,15385.9539
24/100,15412.6754
25/100,15247.0485
26/100,40921.6858
27/100,14851.0064
28/100,14917.2981
29/100,14896.0559
30/100,15068.0781
31/100,14743.5389
32/100,14876.2908
33/100,17112.9131
34/100,14516.3578
35/100,14664.1941
36/100,14659.6128
37/100,14800.6002
38/100,14721.3176
39/100,14833.2962
40/100,14718.5620
41/100,14552.7880
42/100,14823.5588
43/100,15378.4607
44/100,14515.2529
45/100,14537.8904
46/100,14699.2444
47/100,15879.6433
48/100,14592.4867
49/100,14615.5917
50/100,14619.3409
51/100,14645.7721
52/100,14691.0003
53/100,14658.1564
54/100,15011.3871
55/100,14546.2637
56/100,14715.9985
57/100,14545.0305
58/100,15017.3764
59/100,14526.8841
60/100,16103.1721
61/100,14555.6490
62/100,14631.9210
63/100,16964.4513
64/100,14602.3826
65/100,14580.4017
66/100,14665.7040
67/100,14631.0209
68/100,15665.8316
69/100,14523.6834
70/100,14520.7789
71/100,16102.4756
72/100,14576.0923
73/100,14614.5286
74/100,14658.2113
75/100,14678.1603
76/100,14849.8638
77/100,14476.8177
78/100,14693.8882
79/100,14487.0630
80/100,17341.2274
81/100,14640.9138
82/100,14581.1194
83/100,14675.4088
84/100,14488.8581
85/100,14614.5607
86/100,15203.7847
87/100,14524.7691
88/100,14526.3460
89/100,14793.1299
90/100,14618.3849
91/100,14971.4816
92/100,14496.3658
93/100,15749.9741
94/100,14578.3541
95/100,14562.2170
96/100,15854.2415
97/100,14559.0778
98/100,14567.0014
99/100,14628.1261
100/100,16668.9443
171.53857421875
