1/100,5199512.3783
2/100,39744.9824
3/100,21185.5778
4/100,15406.2712
5/100,32502574.5415
6/100,19088.6381
7/100,23539.6979
8/100,24372.6402
9/100,21348.3950
10/100,15714.7102
11/100,32494623.1787
12/100,22035.1128
13/100,27748.4257
14/100,28959.9432
15/100,17350.2894
16/100,25842785.9847
17/100,614130.1657
18/100,16653.3502
19/100,20014.8872
20/100,18946.3586
21/100,16456.1731
22/100,15095.9190
23/100,20260.0212
24/100,15727.6907
25/100,16854.1151
26/100,17793.4906
27/100,17295.4840
28/100,16375.4897
29/100,16136.3405
30/100,15991.4945
31/100,14830.5894
32/100,16189.3444
33/100,14785.4402
34/100,14916.3749
35/100,17994.6059
36/100,14781.3525
37/100,14807.6037
38/100,14971.3146
39/100,14904.3821
40/100,14661.3337
41/100,15421.5939
42/100,14610.5524
43/100,15255.5656
44/100,14732.7978
45/100,14924.2650
46/100,14706.4633
47/100,14727.0679
48/100,15783.2873
49/100,14616.4459
50/100,14701.3753
51/100,14690.7795
52/100,17217.3213
53/100,14754.3527
54/100,14651.3687
55/100,14755.8585
56/100,14759.3269
57/100,14599.4779
58/100,14956.7947
59/100,14558.3670
60/100,15327.0795
61/100,14602.7937
62/100,14588.8484
63/100,14713.6850
64/100,15245.5205
65/100,14566.5727
66/100,14586.3308
67/100,14519.2731
68/100,23509.9641
69/100,14581.8534
70/100,14626.9044
71/100,14605.0923
72/100,14485.3584
73/100,14812.9566
74/100,14564.8774
75/100,17337.7915
76/100,14562.0249
77/100,14996.5339
78/100,14555.1179
79/100,14619.3522
80/100,14600.0994
81/100,14606.6727
82/100,14909.7941
83/100,14486.2065
84/100,14935.5392
85/100,14577.9821
86/100,15102.9053
87/100,14515.4651
88/100,14580.1220
89/100,17891.2771
90/100,14559.0229
91/100,14563.3196
92/100,14536.5553
93/100,14766.6368
94/100,14498.4976
95/100,14688.8436
96/100,14945.7241
97/100,14510.2838
98/100,14510.7959
99/100,15449.5254
100/100,14532.8820
147.5559539794922
