1/100,9011045.4631
2/100,42676.4191
3/100,25231.6121
4/100,16113.9364
5/100,17894.3189
6/100,32132418.4945
7/100,36754.2043
8/100,58613.5864
9/100,26790.0887
10/100,18978.4925
11/100,16617.4222
12/100,9782580.1880
13/100,124959.7139
14/100,51964.1573
15/100,26353.7744
16/100,15836.4821
17/100,16674.3021
18/100,2307802.3356
19/100,15965.4619
20/100,15941.8403
21/100,15156.7925
22/100,15357.7778
23/100,2006729.6371
24/100,18532.5388
25/100,16463.5848
26/100,14871.0830
27/100,15518.1661
28/100,16203.0428
29/100,17011.6228
30/100,189720.1974
31/100,15072.4677
32/100,15342.5549
33/100,15512.0490
34/100,875321.0066
35/100,21442.7915
36/100,17095.3632
37/100,15294.6662
38/100,17245.5240
39/100,15598.3634
40/100,16021.5254
41/100,186372.3822
42/100,14962.0950
43/100,15014.1766
44/100,15518.4949
45/100,15857.6255
46/100,15939.2858
47/100,15609.5078
48/100,15499.8666
49/100,15145.1250
50/100,15080.9358
51/100,15099.9546
52/100,15078.2192
53/100,14819.6622
54/100,15680.8473
55/100,14641.2562
56/100,14675.0524
57/100,15072.1102
58/100,14686.5598
59/100,15790.0297
60/100,14616.2175
61/100,14717.9214
62/100,14939.6788
63/100,14703.5441
64/100,14839.0158
65/100,16721.0936
66/100,14676.9880
67/100,14619.4391
68/100,14749.2562
69/100,14664.5981
70/100,14702.1417
71/100,14804.6057
72/100,14945.1999
73/100,14589.7048
74/100,14880.1580
75/100,14508.4445
76/100,15999.7627
77/100,14717.3790
78/100,14737.0217
79/100,14912.0708
80/100,14575.4736
81/100,14900.1714
82/100,14575.1175
83/100,14957.3495
84/100,14627.2431
85/100,15333.2077
86/100,14693.0722
87/100,14696.1258
88/100,15366.4103
89/100,14682.0019
90/100,14591.4177
91/100,15874.3242
92/100,14638.5305
93/100,14697.5368
94/100,14542.7293
95/100,16620.4001
96/100,14616.6778
97/100,14613.6194
98/100,14608.7281
99/100,62469.1649
100/100,14678.3177
149.56971740722656
