1/100,8128059.4078
2/100,40167.2160
3/100,23689.1788
4/100,15954.8300
5/100,18762.5694
6/100,26039868.0227
7/100,20354.6101
8/100,30303.5546
9/100,23995.0816
10/100,18570.2682
11/100,15316.7834
12/100,19021.6156
13/100,17073.7629
14/100,11084887.1503
15/100,25992.1515
16/100,20016.5657
17/100,21333.0158
18/100,18747.9781
19/100,15455.4597
20/100,15642.1759
21/100,17144.3977
22/100,16517.4813
23/100,498495.6317
24/100,15722.3473
25/100,15223.0316
26/100,16961.7079
27/100,16451.8449
28/100,17501.6996
29/100,4911617.6761
30/100,17611.1412
31/100,18596.5360
32/100,16350.2603
33/100,611998.4077
34/100,15367.7074
35/100,15210.1592
36/100,14845.9561
37/100,15217.7432
38/100,15634.9403
39/100,15695.9479
40/100,68147.7647
41/100,15141.6053
42/100,15191.5116
43/100,15285.2366
44/100,15970.8730
45/100,15630.7417
46/100,15176.2014
47/100,15267.7399
48/100,14938.8178
49/100,15069.5259
50/100,14749.1002
51/100,15239.1292
52/100,14797.4090
53/100,15268.6213
54/100,14652.3194
55/100,14833.5173
56/100,15160.4118
57/100,14692.5978
58/100,14846.4145
59/100,14645.4741
60/100,15133.4975
61/100,14543.9242
62/100,17616.5766
63/100,14723.3051
64/100,14795.0395
65/100,14717.7790
66/100,14591.8628
67/100,15071.9422
68/100,14579.9633
69/100,14825.9487
70/100,16825.7181
71/100,14647.7907
72/100,14592.4585
73/100,14507.9609
74/100,16981.7927
75/100,14593.8180
76/100,14662.8421
77/100,14596.7721
78/100,15763.9064
79/100,14623.8648
80/100,14707.5150
81/100,15095.4157
82/100,14605.7351
83/100,14643.0136
84/100,15424.7890
85/100,14534.9642
86/100,14599.1027
87/100,14634.0091
88/100,14981.7974
89/100,14563.2519
90/100,14873.9824
91/100,14698.0504
92/100,15166.2136
93/100,14514.2114
94/100,14658.4592
95/100,14654.3804
96/100,14815.2632
97/100,14574.7685
98/100,14658.8587
99/100,16450.2437
100/100,14577.5865
150.44740295410156
