1/100,11507387.6056
2/100,36821.1157
3/100,28026.6215
4/100,16584.4546
5/100,16536.2253
6/100,6404922.0414
7/100,30416.4835
8/100,25819.9668
9/100,17450.3536
10/100,16054.5173
11/100,9481779.8811
12/100,76176.9837
13/100,38327.0687
14/100,18164.8689
15/100,16144.7808
16/100,19538749.3642
17/100,17233.2769
18/100,19840.8085
19/100,25795.2663
20/100,22086.8946
21/100,16150.6589
22/100,2136430.3497
23/100,16797.0820
24/100,17110.2358
25/100,15671.9817
26/100,15784.9133
27/100,16663.5741
28/100,17345.8693
29/100,19121.7648
30/100,16097.1252
31/100,16960.9592
32/100,16179.7311
33/100,59912.6980
34/100,14878.3957
35/100,15036.9138
36/100,14953.9732
37/100,14920.2144
38/100,14944.5884
39/100,15005.6430
40/100,15111.4979
41/100,14729.6139
42/100,23784.0421
43/100,14793.4809
44/100,14765.9990
45/100,14833.6636
46/100,14687.2814
47/100,14754.7475
48/100,15227.2224
49/100,14532.0780
50/100,14684.7473
51/100,14783.1067
52/100,14966.0749
53/100,14546.3842
54/100,15123.9432
55/100,14618.0966
56/100,14678.0255
57/100,14857.0126
58/100,14552.8302
59/100,14935.2521
60/100,14548.1572
61/100,14735.9686
62/100,14778.1185
63/100,14875.7348
64/100,14516.4871
65/100,15723.6224
66/100,14639.2958
67/100,14572.1628
68/100,14738.0391
69/100,14521.8660
70/100,14807.9954
71/100,14735.0270
72/100,14551.0322
73/100,14924.5412
74/100,14554.8914
75/100,24110.8810
76/100,14515.8998
77/100,14625.8658
78/100,14635.5763
79/100,14658.3378
80/100,14582.2266
81/100,14885.8155
82/100,14633.1410
83/100,14711.4045
84/100,14593.4026
85/100,14614.4290
86/100,16750.6647
87/100,14767.2889
88/100,14574.4840
89/100,14504.2068
90/100,15176.3450
91/100,14571.8735
92/100,14806.5505
93/100,14510.6498
94/100,14708.6336
95/100,14837.6706
96/100,14587.5277
97/100,14612.7659
98/100,14739.7964
99/100,14657.0989
100/100,14792.0763
160.6256866455078
