1/100,6084765.7533
2/100,28217.3743
3/100,19417.4865
4/100,15794.9009
5/100,16773180.5915
6/100,15700.0609
7/100,17624.3145
8/100,19182.4208
9/100,17248.2291
10/100,15568.2694
11/100,2857447.3861
12/100,16091.8264
13/100,17474.9836
14/100,16230.5219
15/100,15080.3317
16/100,15882.1958
17/100,16990.4177
18/100,964447.8136
19/100,15983.1894
20/100,15332.0978
21/100,14937.0662
22/100,15077.6082
23/100,15747.6782
24/100,777887.8432
25/100,15835.3410
26/100,15196.9346
27/100,16217.1404
28/100,16675.8832
29/100,16333.6197
30/100,109512.9063
31/100,16218.2875
32/100,15042.6253
33/100,15424.3572
34/100,16000.8854
35/100,16023.0897
36/100,15985.8366
37/100,15631.3641
38/100,15151.7743
39/100,15342.9923
40/100,14802.9902
41/100,15141.9879
42/100,14960.5326
43/100,14718.3452
44/100,15016.5658
45/100,14807.2843
46/100,14738.2310
47/100,14904.0399
48/100,14710.7026
49/100,14809.9966
50/100,15274.6616
51/100,14530.4946
52/100,14886.2713
53/100,14527.2970
54/100,16889.4803
55/100,14597.9589
56/100,14600.2842
57/100,14552.5755
58/100,15210.0814
59/100,14620.4186
60/100,14637.1774
61/100,14747.8020
62/100,14691.2275
63/100,14656.4154
64/100,15747.9666
65/100,14654.8564
66/100,14664.3482
67/100,15885.9620
68/100,14728.6546
69/100,14617.8977
70/100,20395.2112
71/100,14703.7395
72/100,14601.3985
73/100,14576.2533
74/100,14615.0018
75/100,14637.7740
76/100,16984.6422
77/100,14650.6831
78/100,14594.4408
79/100,14814.2169
80/100,14899.6682
81/100,14565.5366
82/100,14800.1131
83/100,14590.8341
84/100,17589.6270
85/100,14602.9730
86/100,14587.4119
87/100,15010.4348
88/100,14497.7358
89/100,14613.6716
90/100,14850.1016
91/100,14664.8976
92/100,15358.7298
93/100,14544.9395
94/100,14932.7518
95/100,14532.2872
96/100,14821.9168
97/100,14603.8512
98/100,16568.3938
99/100,14600.7383
100/100,14566.8329
151.58505249023438
