1/100,10659391.8113
2/100,30600.8693
3/100,24479.3577
4/100,16406.0601
5/100,17091.7498
6/100,63399373.7092
7/100,15003.3507
8/100,16190.2781
9/100,18989.0954
10/100,20100.0305
11/100,17816.2593
12/100,15514.3148
13/100,15232.5882
14/100,18356.3055
15/100,19399.4064
16/100,761384.8354
17/100,16020.8580
18/100,15532.0056
19/100,15014.7414
20/100,15542.8487
21/100,15908.1332
22/100,15960.6849
23/100,17283.9202
24/100,16740.7190
25/100,490540.6297
26/100,15050.2032
27/100,15301.0143
28/100,16082.7184
29/100,15985.9178
30/100,15868.1345
31/100,15358.7133
32/100,15412.1164
33/100,15993.2542
34/100,14604.2752
35/100,14969.2204
36/100,15379.4684
37/100,14595.5238
38/100,14813.4498
39/100,14817.4165
40/100,15010.5369
41/100,14567.8029
42/100,14977.0568
43/100,14568.5535
44/100,15042.7831
45/100,14550.9870
46/100,15586.5592
47/100,14546.2260
48/100,14757.7288
49/100,14443.2133
50/100,15847.9106
51/100,14598.0187
52/100,14598.6298
53/100,14769.5723
54/100,14725.8599
55/100,14525.2550
56/100,14782.8550
57/100,14601.5172
58/100,15521.0906
59/100,14622.3310
60/100,14452.8483
61/100,14962.4450
62/100,14566.2036
63/100,15333.1895
64/100,14675.1827
65/100,14543.9717
66/100,14663.9487
67/100,14665.6445
68/100,14844.0413
69/100,14873.0456
70/100,14507.6437
71/100,14684.2419
72/100,14999.3865
73/100,14525.5744
74/100,15801.5007
75/100,14670.3561
76/100,14580.9362
77/100,14627.3656
78/100,14613.5247
79/100,14946.2721
80/100,14613.1484
81/100,31419.3103
82/100,14644.1251
83/100,14693.4739
84/100,14635.5777
85/100,14551.4665
86/100,14567.2611
87/100,14655.6880
88/100,14661.7117
89/100,16825.4726
90/100,14593.0374
91/100,14566.6632
92/100,14637.2225
93/100,14991.0851
94/100,14602.8589
95/100,14752.4746
96/100,14498.2865
97/100,15295.2462
98/100,14592.8545
99/100,14569.6681
100/100,14744.7171
114.42582702636719
