1/100,9845592.6070
2/100,38695.2472
3/100,24779.8535
4/100,16456.4478
5/100,10263893.0791
6/100,81500.4472
7/100,58656.6565
8/100,28158.3338
9/100,18286.8056
10/100,15518.5665
11/100,15728.3663
12/100,17306.2684
13/100,19854.1779
14/100,18728.3258
15/100,17626.4763
16/100,16623.0045
17/100,1773499.0496
18/100,15571.0327
19/100,15707.0236
20/100,15151.9426
21/100,271678.5252
22/100,14737.2721
23/100,14719.0554
24/100,15737.3999
25/100,15254.1521
26/100,15540.5692
27/100,15530.4931
28/100,15946.6520
29/100,14872.7020
30/100,14928.6673
31/100,15316.5241
32/100,14688.5012
33/100,16269.9585
34/100,14668.3281
35/100,14583.7887
36/100,14761.8482
37/100,14960.8796
38/100,14635.7194
39/100,21055.3289
40/100,14786.1325
41/100,14679.8510
42/100,14626.3601
43/100,14755.0159
44/100,14848.3338
45/100,14592.1118
46/100,14767.4022
47/100,20914.6989
48/100,14598.4276
49/100,14564.4260
50/100,14663.2481
51/100,14694.5398
52/100,14760.9288
53/100,14521.1900
54/100,14812.3073
55/100,14669.1086
56/100,14735.8378
57/100,14634.4946
58/100,14622.0562
59/100,14698.5602
60/100,15411.1526
61/100,14538.7220
62/100,14534.4497
63/100,136948.2266
64/100,14630.2340
65/100,14686.2965
66/100,14759.7227
67/100,14869.3631
68/100,14833.8839
69/100,14796.2692
70/100,14566.4762
71/100,14692.7039
72/100,14850.7024
73/100,14494.3192
74/100,14725.1325
75/100,76585.5622
76/100,14783.1098
77/100,14636.0488
78/100,14619.9031
79/100,14595.0917
80/100,14680.4098
81/100,14532.7721
82/100,14633.2424
83/100,14750.4322
84/100,14683.8223
85/100,17535.7808
86/100,14605.9557
87/100,14744.4997
88/100,14600.5758
89/100,14958.9429
90/100,14576.5401
91/100,15092.3678
92/100,14620.6439
93/100,14524.5711
94/100,33175.4993
95/100,14655.2329
96/100,14690.4553
97/100,14819.6593
98/100,14674.9112
99/100,14544.7146
100/100,14919.6096
193.3053741455078
