1/100,6778225.7411
2/100,29119.0564
3/100,21440.5732
4/100,16109.1991
5/100,8763903.6188
6/100,15747.4376
7/100,17302.3981
8/100,17713.0340
9/100,15527.7929
10/100,15237.4205
11/100,17139.1509
12/100,19741.3700
13/100,473962.6555
14/100,15555.4410
15/100,15041.3989
16/100,15573.5798
17/100,15802.7687
18/100,17092.3838
19/100,1772720.8375
20/100,15820.0662
21/100,15174.1209
22/100,15067.4283
23/100,15590.4690
24/100,16047.0337
25/100,100218.3394
26/100,14786.7749
27/100,15047.3021
28/100,15577.6627
29/100,15754.4195
30/100,16662.8100
31/100,47568.8120
32/100,14873.3315
33/100,15436.9092
34/100,15265.0373
35/100,15493.5047
36/100,15287.5016
37/100,15276.1203
38/100,14861.1970
39/100,15119.5823
40/100,14675.7802
41/100,14957.1168
42/100,16262.6761
43/100,14662.1436
44/100,14803.7761
45/100,15082.0318
46/100,14641.6927
47/100,14820.2688
48/100,14890.2636
49/100,16116.7020
50/100,14626.9760
51/100,14587.7839
52/100,14650.3156
53/100,14762.2694
54/100,14550.1762
55/100,14825.3616
56/100,14541.6447
57/100,15097.9285
58/100,14572.0663
59/100,16301.2213
60/100,14631.3065
61/100,14680.5527
62/100,14715.7381
63/100,17334.9267
64/100,14686.5634
65/100,14553.6480
66/100,14599.7941
67/100,17613.7949
68/100,14623.5260
69/100,14699.5839
70/100,14684.6337
71/100,16504.7351
72/100,14638.0419
73/100,14585.7508
74/100,14595.1847
75/100,14640.2452
76/100,76714.8347
77/100,14586.0850
78/100,14561.6063
79/100,14645.3953
80/100,14690.2283
81/100,14681.5437
82/100,14617.9114
83/100,14557.6166
84/100,14879.1754
85/100,14653.3464
86/100,18204.0393
87/100,14973.2115
88/100,14543.2588
89/100,14813.4077
90/100,14581.6734
91/100,15104.3498
92/100,14566.8120
93/100,14658.6326
94/100,14522.7155
95/100,15078.0609
96/100,14494.4625
97/100,16397.3391
98/100,14737.3308
99/100,14589.9011
100/100,14580.5003
130.6431884765625
