1/100,8931751.2232
2/100,37865.2049
3/100,24262.6003
4/100,16731.9102
5/100,17567.9159
6/100,15887159.0921
7/100,17634.8745
8/100,21693.0305
9/100,21425.2166
10/100,16338.6816
11/100,15367.0494
12/100,18178.3194
13/100,17666.0889
14/100,17232341.6899
15/100,19515.9392
16/100,22657.5361
17/100,18343.5320
18/100,15861.5936
19/100,17981.9345
20/100,17308.4494
21/100,16252.9922
22/100,5300589.1740
23/100,15174.0864
24/100,16188.4237
25/100,16305.4037
26/100,15336.8300
27/100,14953.1037
28/100,15838.3778
29/100,16235.1611
30/100,226443.1308
31/100,14932.8402
32/100,15189.4945
33/100,15447.5218
34/100,16136.9432
35/100,60875.1288
36/100,15045.0861
37/100,15743.1981
38/100,16353.5858
39/100,15889.1621
40/100,15619.8754
41/100,15478.7861
42/100,15066.2454
43/100,15896.9830
44/100,14723.7554
45/100,14796.6765
46/100,14962.0223
47/100,14670.0315
48/100,15112.3270
49/100,14679.3641
50/100,14770.6429
51/100,20280.9426
52/100,14803.5350
53/100,14761.7788
54/100,14837.4951
55/100,14722.8359
56/100,14807.3720
57/100,14730.0522
58/100,14737.3568
59/100,15341.7713
60/100,14587.0879
61/100,14640.2649
62/100,14727.7177
63/100,14784.9980
64/100,14984.4426
65/100,14565.7137
66/100,14602.1741
67/100,15086.3737
68/100,14544.2028
69/100,16133.2661
70/100,14635.6042
71/100,14598.2305
72/100,14617.9857
73/100,15279.5835
74/100,14520.9828
75/100,14551.2204
76/100,14871.7853
77/100,14826.4100
78/100,14585.7180
79/100,14872.4772
80/100,14508.8944
81/100,14752.9618
82/100,15046.1070
83/100,14524.3735
84/100,14526.8286
85/100,14672.8487
86/100,14634.7350
87/100,14897.1362
88/100,14566.3785
89/100,14598.5528
90/100,14689.8685
91/100,14781.1953
92/100,14560.4242
93/100,14847.7279
94/100,14576.9871
95/100,14551.8785
96/100,19996.7479
97/100,14577.1838
98/100,14570.8039
99/100,14570.2150
100/100,14496.5626
162.5991973876953
