1/100,11007893.5382
2/100,31554.5105
3/100,27441.7865
4/100,16313.8146
5/100,16635.6344
6/100,30254767.1322
7/100,18215.4684
8/100,21157.1389
9/100,19237.7811
10/100,15576.9115
11/100,7899287.6317
12/100,80166.5747
13/100,37906.0366
14/100,25239.0528
15/100,16254.5874
16/100,16003.8715
17/100,9984867.7171
18/100,41680.2883
19/100,24036.6008
20/100,17357.5920
21/100,15624.1359
22/100,13070761.6099
23/100,15978.0475
24/100,18560.9323
25/100,18723.7417
26/100,17446.4795
27/100,15258.5053
28/100,16131.0542
29/100,16737.8250
30/100,17527.6191
31/100,17032.8183
32/100,18139.4700
33/100,15869.3973
34/100,153364.8582
35/100,14763.8170
36/100,14855.8325
37/100,14961.5344
38/100,14990.6529
39/100,15244.9006
40/100,15200.3134
41/100,15078.8372
42/100,15727.2835
43/100,14625.2288
44/100,14865.9135
45/100,14973.4653
46/100,14716.2697
47/100,14797.1506
48/100,14769.3657
49/100,29468.7145
50/100,14997.6952
51/100,14746.6377
52/100,14771.3248
53/100,14870.3943
54/100,14615.3866
55/100,14908.9667
56/100,14804.8669
57/100,15739.7854
58/100,14572.5365
59/100,14730.7575
60/100,14585.8182
61/100,14812.9862
62/100,14777.0667
63/100,14820.9867
64/100,14567.1529
65/100,15086.1307
66/100,14562.6297
67/100,15768.9791
68/100,14529.9331
69/100,14579.1706
70/100,14541.5933
71/100,14542.7701
72/100,14759.0571
73/100,14919.0862
74/100,14573.0419
75/100,14552.9909
76/100,14692.0489
77/100,15087.6740
78/100,14498.9589
79/100,14736.4235
80/100,14457.2314
81/100,19145.8670
82/100,14614.8748
83/100,14632.3149
84/100,14623.8408
85/100,14551.5858
86/100,15287.1699
87/100,14562.7636
88/100,14611.4808
89/100,23719.1652
90/100,14501.1672
91/100,14528.8006
92/100,14528.0424
93/100,14557.1561
94/100,14618.8608
95/100,152252.1419
96/100,15335.3051
97/100,14870.2265
98/100,14861.0665
99/100,14902.7398
100/100,14787.8472
158.00230407714844
