1/100,8936341.0474
2/100,34284.7329
3/100,24411.6367
4/100,15717.0301
5/100,18417.3972
6/100,10887225.7793
7/100,21059.3528
8/100,22298.0395
9/100,17234.9967
10/100,15852.9744
11/100,18985.6712
12/100,17704.9332
13/100,18766.9152
14/100,402456.4776
15/100,15484.1506
16/100,15121.8904
17/100,15601.4629
18/100,15581.7733
19/100,17006.8482
20/100,17289.3781
21/100,820600.0407
22/100,16372.3788
23/100,15325.1481
24/100,15116.4123
25/100,16476.8992
26/100,16070.3945
27/100,107782.9483
28/100,14848.8824
29/100,14779.1633
30/100,15145.6297
31/100,15687.4069
32/100,15919.5199
33/100,15728.1145
34/100,15183.9797
35/100,15214.8470
36/100,15058.6035
37/100,15038.2527
38/100,14882.8855
39/100,14932.4945
40/100,16413.2865
41/100,14739.3005
42/100,14661.3221
43/100,14704.9397
44/100,14796.7128
45/100,14931.0178
46/100,14635.8471
47/100,18703.3199
48/100,14840.2557
49/100,14796.9723
50/100,14752.8172
51/100,14561.5857
52/100,14699.6107
53/100,16280.3431
54/100,14600.8361
55/100,14618.1389
56/100,14988.2243
57/100,14674.1120
58/100,14805.9090
59/100,14578.2750
60/100,15153.0315
61/100,14605.7442
62/100,15220.9116
63/100,14592.3527
64/100,14716.9932
65/100,14673.6340
66/100,14737.6627
67/100,47929.8526
68/100,14706.5748
69/100,14968.4580
70/100,15199.8512
71/100,14839.8729
72/100,14794.0723
73/100,14609.8873
74/100,14705.0076
75/100,14849.1617
76/100,14455.8005
77/100,14938.8525
78/100,14527.5633
79/100,15140.0440
80/100,14632.9273
81/100,14520.1790
82/100,17569.4574
83/100,14722.0392
84/100,14556.7184
85/100,14601.8492
86/100,14709.1160
87/100,14879.8332
88/100,14535.7882
89/100,14693.3122
90/100,17198.4362
91/100,14635.8675
92/100,14639.4349
93/100,14593.0924
94/100,14559.3338
95/100,14811.1616
96/100,15271.0582
97/100,14559.6930
98/100,14546.5140
99/100,14611.5275
100/100,15549.4844
126.0
